rating_date,local_currency,foreign_currency,產業類別,證券代號,公司名稱,快速連結,每股淨值,指標1,指標2_1_1,指標2_2_1,指標2_3_1,指標3_1,指標3_2,指標4_1_1,指標4_2_1,指標4_3_1,指標5,指標6,指標7,指標8,指標9,指標2_1_2,指標2_2_2,指標2_3_2,指標4_1_2,指標4_2_2,指標4_3_2,en_name
,,,橡膠工業,2101,南港,"

財報電子書

重大訊息
","109Q2     12.97
",普通交易,106,107,108,65.12,1.52,107,108,109Q2,"     80.99
",4.71,11.2,無,無,"                633,267
","                183,406
","              1,135,684
","              1,078,710
","              4,262,711
","                705,232
","NANKANG RUBBER TIRE CORP.,LTD."
,,,橡膠工業,2102,泰豐,"

財報電子書

重大訊息
","109Q2     15.93
",普通交易,106,107,108,46.52,2.52,107,108,109Q2,"      0.00
",0,0,無,無,"               -698,126
","             -1,225,568
","               -669,563
","                402,199
","                467,044
","                143,964
",FEDERAL CORPORATION
,,,橡膠工業,2103,台橡,"

財報電子書

重大訊息
","109Q2     17.30
",普通交易,106,107,108,46.95,1.58,107,108,109Q2,"     27.18
",0,20.88,無,無,"                874,107
","              1,192,186
","                740,316
","              1,872,988
","              2,597,981
","              1,487,828
",TSRC CORPORATION
,,,橡膠工業,2104,國際中橡,"

財報電子書

重大訊息
","109Q2     29.78
",普通交易,106,107,108,34.75,2.14,107,108,109Q2,"      0.81
",0,65.72,無,無,"              2,273,428
","              2,994,196
","              1,167,839
","              3,316,674
","                997,509
","              1,848,665
","International CSRC Investment Holdings Co.,"
,,,橡膠工業,2105,正新,"

財報電子書

重大訊息
","109Q2     22.42
",普通交易,106,107,108,52.26,1.42,107,108,109Q2,"      0.00
",0,29.39,無,無,"              5,541,785
","              3,520,320
","              3,466,827
","             14,854,561
","             18,285,361
","              8,144,833
","Cheng Shin Rubber Ind., Co., Ltd."
,,,橡膠工業,2106,建大,"

財報電子書

重大訊息
","109Q2     20.46
",普通交易,106,107,108,55.36,2.33,107,108,109Q2,"      3.70
",0,62.98,無,無,"                328,967
","                689,167
","              1,013,562
","              2,074,742
","              1,379,353
","                224,445
","KENDA RUBBER INDUSTRIAL CO., LTD"
,,,橡膠工業,2107,厚生,"

財報電子書

重大訊息
","109Q2     30.67
",普通交易,106,107,108,14.24,5.31,107,108,109Q2,"     33.99
",0,0,無,無,"                189,240
","                215,802
","                538,957
","                424,770
","              1,783,085
","                708,592
",FORMOSAN RUBBER GROUP INC.
,,,橡膠工業,2108,南帝,"

財報電子書

重大訊息
","109Q2     16.26
",普通交易,106,107,108,27.01,3.02,107,108,109Q2,"      0.00
",0,0,無,無,"                813,950
","              1,534,951
","              1,426,780
","              1,863,806
","              1,981,647
","              1,434,421
","NANTEX INDUSTRY.CO.,LTD."
,,,橡膠工業,2109,華豐,"

財報電子書

重大訊息
","109Q2      8.29
",普通交易,106,107,108,43.78,1.92,107,108,109Q2,"     19.40
",6.33,23.7,無,無,"               -976,303
","               -253,461
","                 10,891
","                311,301
","                414,130
","                340,728
","HWA FONG RUBBER IND. CO., LTD."
,,,橡膠工業,2114,鑫永銓,"

財報電子書

重大訊息
","109Q2     30.82
",普通交易,106,107,108,24.26,2.48,107,108,109Q2,"      0.00
",0,0,無,無,"                338,923
","                394,842
","                399,524
","                457,707
","                615,722
","                283,976
","HSIN YUNG CHIEN CO.,LTD."
,,,橡膠工業,6582,申豐,"

財報電子書

重大訊息
","109Q2     33.36
",普通交易,106,107,108,22.57,2.34,107,108,109Q2,"      0.56
",0,0,無,無,"                345,096
","                426,961
","                525,375
","                460,925
","                934,268
","                761,476
",Shin Foong Specialty&Applied Materials Co Ltd
,,,汽車工業,1319,東陽,"

財報電子書

重大訊息
","109Q2     35.37
",普通交易,106,107,108,39.23,1.1,107,108,109Q2,"      6.92
",0.59,0,無,無,"              2,341,351
","              1,926,010
","              1,984,424
","              4,702,741
","              5,227,191
","              1,990,886
","TONG YANG INDUSTRY CO.,LTD"
,,,汽車工業,1338,廣華-KY,"

財報電子書

重大訊息
","109Q2     69.28
",普通交易,106,107,108,34.59,1.77,107,108,109Q2,"     88.15
",0,0,,無,"                775,533
","                546,106
","                400,534
","              1,130,741
","              1,135,382
","                216,979
",Hiroca Holdings Ltd.
,,,汽車工業,1339,昭輝,"

財報電子書

重大訊息
","109Q2     45.36
",普通交易,106,107,108,31.78,1.77,107,108,109Q2,"      0.00
",15.58,3.81,無,無,"                275,739
","                307,904
","                376,363
","                769,259
","                643,939
","                375,501
","Y.C.C. PARTS MFG. CO., LTD."
,,,汽車工業,1512,瑞利,"

財報電子書

重大訊息
","109Q2      0.91
",變更交易,106,107,108,90.41,0.94,107,108,109Q2,"      0.00
",25.99,49.43,無,無,"               -561,965
","               -196,664
","               -470,851
","                -49,244
","                 65,565
","                 56,066
","JUI LI ENTERPRISE CO.,LTD."
,,,汽車工業,1521,大億,"

財報電子書

重大訊息
","109Q2     21.91
",普通交易,106,107,108,51.34,1.31,107,108,109Q2,"     32.32
",0,0,無,無,"                499,364
","                319,207
","                360,457
","                453,193
","                389,234
","               -198,379
","TA YIH INDUSTRIAL CO.,LTD"
,,,汽車工業,1522,堤維西,"

財報電子書

重大訊息
","109Q2     19.75
",普通交易,106,107,108,71.79,1.21,107,108,109Q2,"     39.18
",0,23.57,無,無,"                660,060
","                622,939
","                695,130
","              1,498,345
","              1,865,140
","                568,392
","TYC BROTHER INDUSTRIAL CO, LTD."
,,,汽車工業,1524,耿鼎,"

財報電子書

重大訊息
","109Q2     12.74
",普通交易,106,107,108,55.7,1.16,107,108,109Q2,"      7.95
",0,0,無,無,"                164,580
","                195,088
","                151,322
","                464,185
","                375,157
","                162,181
","GORDON AUTO BODY PARTS CO., LTD"
,,,汽車工業,1525,江申,"

財報電子書

重大訊息
","109Q2     54.01
",普通交易,106,107,108,20.06,1.49,107,108,109Q2,"      0.00
",0,0,無,無,"                540,584
","                453,196
","                289,942
","                -53,507
","                -78,244
","               -138,186
",KIAN SHEN CORPORATION
,,,汽車工業,1533,車王電,"

財報電子書

重大訊息
","109Q2     24.40
",普通交易,106,107,108,55.96,1.93,107,108,109Q2,"      0.00
",0,2.42,無,無,"                113,143
","                267,439
","                201,666
","                -63,770
","                339,823
","                245,693
","MOBILETRON ELECTRONICS CO.,LTD."
,,,汽車工業,1536,和大,"

財報電子書

重大訊息
","109Q2     24.30
",普通交易,106,107,108,64.05,0.95,107,108,109Q2,"     13.09
",1.08,8.47,無,無,"              1,204,010
","              1,236,915
","                649,123
","              1,149,789
","                311,731
","                568,639
","HOTA INDUSTRIAL MFG. CO., LTD."
,,,汽車工業,1568,倉佑,"

財報電子書

重大訊息
","109Q2     14.21
",普通交易,106,107,108,54.27,1.64,107,108,109Q2,"      0.00
",23.14,9.05,無,無,"                192,198
","                 94,713
","                 27,829
","                 89,337
","                270,190
","                 69,555
","TSANG YOW INDUSTRIAL CO.,LTD."
,,,汽車工業,1587,吉茂,"

財報電子書

重大訊息
","109Q2     18.46
",普通交易,106,107,108,52.58,1.36,107,108,109Q2,"      7.36
",11.01,3.62,無,無,"                 16,195
","                 38,955
","                  3,234
","                 25,658
","                181,608
","                 71,052
",Cryomax Cooling System Corp.
,,,汽車工業,1592,英瑞-KY,"

財報電子書

重大訊息
","109Q2     18.61
",普通交易,106,107,108,69.62,1.02,107,108,109Q2,"     70.66
",0,0,,"有詳細資料
","                272,009
","               -349,041
","               -371,812
","                 93,607
","                  2,982
","                115,791
",Enterex International Limited
,,,汽車工業,2115,六暉-KY,"

財報電子書

重大訊息
","109Q2     28.31
",普通交易,106,107,108,36.18,3.37,107,108,109Q2,"      1.29
",11.94,36.42,,無,"                274,152
","                208,463
","                241,910
","                322,913
","                283,441
","                112,598
",LU HAI HOLDING CORP.
,,,汽車工業,2201,裕隆,"

財報電子書

重大訊息
","109Q2     29.55
",普通交易,106,107,108,81.17,1.01,107,108,109Q2,"     16.48
",9.27,26.12,無,無,"              2,288,306
","              2,037,032
","            -24,465,408
","            -40,675,588
","            -24,899,145
","                182,157
","YULON MOTOR CO.,LTD"
,,,汽車工業,2204,中華,"

財報電子書

重大訊息
","109Q2     72.20
",普通交易,106,107,108,14.25,2.99,107,108,109Q2,"      0.00
",0.98,0,無,無,"              4,105,643
","              3,592,999
","             -2,465,573
","              2,875,881
","              1,703,403
","              1,146,535
",China Motor Corporation
,,,汽車工業,2206,三陽工業,"

財報電子書

重大訊息
","109Q2     16.93
",普通交易,106,107,108,64.9,0.99,107,108,109Q2,"     99.32
",0,0,無,無,"                509,136
","              1,038,389
","              2,226,225
","                387,147
","              1,350,696
","                973,762
","SANYANG MOTOR CO., LTD."
,,,汽車工業,2207,和泰車,"

財報電子書

重大訊息
","109Q2    103.56
",普通交易,106,107,108,72.67,1.05,107,108,109Q2,"      0.00
",0,0.08,無,無,"             10,115,607
","             10,025,535
","             11,768,815
","              8,690,843
","             16,478,695
","              5,578,297
","HOTAI MOTOR CO.,LTD."
,,,汽車工業,2227,裕日車,"

財報電子書

重大訊息
","109Q2     54.89
",普通交易,106,107,108,43.57,1.63,107,108,109Q2,"      0.00
",0,0,無,無,"              6,642,500
","              5,890,046
","              7,281,897
","              1,486,211
","               -901,677
","             -1,803,803
","Yulon Nissan Motor Co.,Ltd"
,,,汽車工業,2228,劍麟,"

財報電子書

重大訊息
","109Q2     45.92
",普通交易,106,107,108,30.58,3.56,107,108,109Q2,"      0.00
",7.52,11.4,無,無,"                550,160
","                502,097
","                656,348
","                537,396
","                679,174
","                 85,686
","IRON FORCE INDUSTRIAL CO., LTD."
,,,汽車工業,2231,為升,"

財報電子書

重大訊息
","109Q2     24.41
",普通交易,106,107,108,55,1.26,107,108,109Q2,"     17.70
",11.86,30.76,無,無,"              1,011,821
","              1,087,876
","                977,780
","                825,027
","                642,998
","                236,328
",CUB  ELECPARTS  INC.
,,,汽車工業,2233,宇隆,"

財報電子書

重大訊息
","109Q2     41.60
",普通交易,106,107,108,36.16,2.03,107,108,109Q2,"      2.03
",5.91,0,無,無,"                396,144
","                424,314
","                305,367
","                480,782
","                714,023
","                244,709
","Turvo International Co.,Ltd."
,,,汽車工業,2236,百達-KY,"

財報電子書

重大訊息
","109Q2     24.82
",普通交易,106,107,108,39.65,2.57,107,108,109Q2,"      0.00
",0,3.96,,"有詳細資料
","                130,247
","                144,341
","                 38,797
","                 33,855
","                401,312
","                129,808
","Patec Precision Industry Co., Ltd."
